DRINKING WATER,ISO3,Year,"Population 
(thousands)",% urban,RURAL,,,,,URBAN,,,,,TOTAL,,,,,RURAL,,,,,,,URBAN,,,,,,,TOTAL,,,,,,,,,,,
"COUNTRY, AREA OR TERRITORY",,,,,,,,,,,,,,,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",BES,2014,       23,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,94,-,>99,0.75,89,10,590,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2015,       23,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,95,-,>99,0.75,91,9,591,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2016,       24,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,96,-,>99,0.75,92,7,592,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2017,       24,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,97,-,>99,0.75,94,6,593,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2018,       25,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,98,-,>99,0.75,95,4,594,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2019,       26,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,98,-,>99,0.75,97,3,595,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2020,       26,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,0.75,98,1,596,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2021,       27,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,0.75,>99,<1,597,Latin America and the Caribbean,AMR,,
"Bonaire, Sint Eustatius and Saba",BES,2022,       27,75,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,0.75,>99,<1,598,Latin America and the Caribbean,AMR,,
Bosnia and Herzegovina,BIH,2000,    4 179,42,96,1,2,<1,0.05,99,<1,<1,<1,-0.17,97,1,1,<1,-0.05,-,87,86,-,-,77,21,-,97,90,-,-,96,3,87,92,87,97,-0.02,85,13,599,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2001,    4 195,43,96,1,2,<1,0.05,98,1,<1,<1,-0.17,97,1,1,<1,-0.05,-,88,86,-,-,78,20,-,97,90,-,-,96,3,87,92,87,97,-0.02,86,13,600,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2002,    4 198,43,96,2,2,<1,0.05,98,1,<1,<1,-0.17,97,1,1,<1,-0.05,-,88,86,-,-,79,19,-,96,90,-,-,96,3,88,92,88,97,-0.02,86,12,601,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2003,    4 184,43,97,2,2,<1,0.05,98,2,<1,<1,-0.17,97,2,1,<1,-0.05,-,88,86,-,-,80,18,-,96,90,-,-,97,3,88,92,88,97,-0.02,87,12,602,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2004,    4 143,44,97,2,1,<1,0.05,98,2,<1,<1,-0.17,97,2,<1,<1,-0.05,-,89,86,-,-,81,17,-,95,90,-,-,97,3,88,92,88,96,-0.02,88,11,603,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2005,    4 094,44,97,2,1,<1,0.05,97,2,<1,<1,-0.17,97,2,<1,<1,-0.05,-,89,86,-,-,82,16,-,95,90,-,-,97,3,88,91,88,96,-0.02,89,10,604,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2006,    4 058,44,97,2,1,<1,0.05,97,3,<1,<1,-0.17,97,2,<1,<1,-0.05,-,89,87,-,-,84,15,-,94,90,-,-,97,3,88,91,88,96,-0.02,89,10,605,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2007,    4 008,45,97,2,<1,<1,0.05,97,3,<1,<1,-0.17,97,2,<1,<1,-0.05,-,90,87,-,-,85,14,-,94,90,-,-,97,3,88,91,88,95,-0.02,90,9,606,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2008,    3 943,45,97,2,<1,<1,0.05,96,3,<1,<1,-0.17,97,3,<1,<1,-0.05,-,90,87,-,-,86,13,-,93,90,-,-,97,3,88,91,88,95,-0.02,91,9,607,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2009,    3 878,45,97,2,<1,<1,0.05,96,4,<1,<1,-0.17,97,3,<1,<1,-0.05,-,90,87,-,-,87,12,-,93,90,-,-,97,3,88,91,88,94,-0.02,92,8,608,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2010,    3 811,46,97,2,<1,<1,0.05,96,4,<1,<1,-0.17,97,3,<1,<1,-0.05,-,91,87,-,-,88,11,-,92,90,-,-,97,3,89,91,89,94,-0.02,92,7,609,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2011,    3 743,46,97,2,<1,<1,0.05,96,4,<1,<1,-0.17,97,3,<1,<1,-0.05,-,91,87,-,-,89,10,-,92,90,-,-,97,2,89,91,89,93,-0.02,93,7,610,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2012,    3 674,46,97,2,<1,<1,0.05,95,4,<1,<1,-0.17,96,3,<1,<1,-0.05,-,91,88,-,-,91,9,-,91,90,-,-,97,2,89,91,89,93,-0.02,94,6,611,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2013,    3 618,47,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,91,88,-,-,92,8,-,90,90,-,-,98,2,89,91,89,92,-0.02,94,6,612,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2014,    3 571,47,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,93,7,-,90,90,-,-,98,2,89,91,89,92,-0.02,95,5,613,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2015,    3 524,47,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,93,7,-,90,90,-,-,98,2,89,91,89,91,-0.02,95,5,614,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2016,    3 481,48,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,93,7,-,90,90,-,-,98,2,89,91,89,90,-0.02,95,5,615,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2017,    3 440,48,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,93,7,-,90,90,-,-,98,2,89,91,89,90,-0.02,95,5,616,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2018,    3 400,48,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,93,7,-,90,90,-,-,98,2,89,91,89,89,-0.02,95,5,617,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2019,    3 361,49,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,-,-,-,90,90,-,-,-,-,89,91,89,89,-0.02,-,-,618,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2020,    3 318,49,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,-,-,-,90,90,-,-,-,-,88,91,89,88,-0.02,-,-,619,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2021,    3 271,49,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,-,-,-,90,90,-,-,-,-,88,91,89,88,-0.02,-,-,620,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Bosnia and Herzegovina,BIH,2022,    3 234,50,97,3,<1,<1,0.05,95,5,<1,<1,-0.17,96,4,<1,<1,-0.05,-,92,88,-,-,-,-,-,90,90,-,-,-,-,87,91,89,87,-0.02,-,-,621,Europe and Northern America,EUR,Europe and Central Asia,Europe and Central Asia
Botswana,BWA,2000,    1 727,53,54,37,3,6,1.19,94,6,<1,<1,0.15,75,20,1,3,0.79,-,31,66,-,-,77,14,84,84,88,84,-0.50,>99,<1,-,59,77,-,-,89,7,622,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2001,    1 762,54,54,38,3,6,1.19,94,6,<1,<1,0.15,76,20,1,3,0.79,-,31,66,-,-,77,14,84,84,87,84,-0.50,>99,<1,-,59,77,-,-,89,7,623,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2002,    1 795,55,54,38,3,6,1.19,94,6,<1,<1,0.15,76,20,1,3,0.79,-,31,65,-,-,77,14,84,84,87,84,-0.50,>99,<1,-,60,77,-,-,89,7,624,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2003,    1 827,55,54,38,3,6,1.19,94,5,<1,<1,0.15,76,20,1,3,0.79,-,31,64,-,-,77,15,84,84,86,84,-0.50,>99,<1,-,60,76,-,-,89,7,625,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2004,    1 859,55,54,38,3,5,1.19,94,5,<1,<1,0.15,76,20,2,3,0.79,-,31,63,-,-,77,15,84,84,85,84,-0.50,>99,<1,-,60,75,-,-,89,7,626,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2005,    1 893,56,54,38,3,5,1.19,94,5,<1,<1,0.15,76,20,2,2,0.79,-,31,62,-,-,77,15,84,84,84,84,-0.50,>99,<1,-,60,74,-,-,89,7,627,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2006,    1 929,56,56,36,3,5,1.19,94,5,<1,<1,0.15,77,19,2,2,0.79,-,32,60,-,-,77,15,83,84,83,84,-0.50,99,<1,-,62,73,-,-,89,7,628,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2007,    1 967,58,58,35,3,5,1.19,94,5,<1,<1,0.15,79,17,2,2,0.79,-,34,59,-,-,77,15,83,85,83,84,-0.50,99,<1,-,64,73,-,-,90,7,629,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2008,    2 007,59,59,33,3,5,1.19,95,4,<1,<1,0.15,80,16,2,2,0.79,-,35,58,-,-,77,15,82,86,82,84,-0.50,99,<1,-,65,72,-,-,90,7,630,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2009,    2 049,61,61,32,3,5,1.19,95,4,<1,<1,0.15,82,15,2,2,0.79,-,36,57,-,-,77,16,81,87,81,84,-0.50,98,<1,-,67,72,-,-,90,6,631,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2010,    2 092,62,63,30,3,4,1.19,95,4,<1,<1,0.15,83,14,2,2,0.79,-,38,56,-,-,77,16,80,88,80,84,-0.50,98,<1,-,69,71,-,-,90,6,632,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2011,    2 134,64,65,28,3,4,1.19,95,3,1,<1,0.15,84,12,2,2,0.79,-,39,55,-,-,77,16,79,89,79,84,-0.50,98,<1,-,71,71,-,-,91,6,633,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2012,    2 175,65,67,27,3,4,1.19,96,3,1,<1,0.15,85,11,2,1,0.79,-,41,54,-,-,77,16,79,89,79,84,-0.50,98,<1,-,72,70,-,-,91,6,634,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2013,    2 217,66,68,25,3,4,1.19,96,3,1,<1,0.15,87,10,2,1,0.79,-,42,53,-,-,77,16,78,90,78,84,-0.50,98,<1,-,74,69,-,-,91,6,635,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2014,    2 260,66,70,23,3,4,1.19,96,2,1,<1,0.15,88,9,2,1,0.79,-,43,52,-,-,77,16,77,91,77,83,-0.50,98,<1,-,75,69,-,-,91,6,636,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2015,    2 305,67,72,22,3,3,1.19,97,2,1,<1,0.15,89,8,2,1,0.79,-,45,51,-,-,77,17,76,92,76,83,-0.50,97,1,-,76,68,-,-,91,6,637,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2016,    2 352,68,74,20,3,3,1.19,97,2,1,<1,0.15,89,7,2,1,0.79,-,46,50,-,-,77,17,75,93,75,83,-0.50,97,1,-,78,67,-,-,91,6,638,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2017,    2 402,69,76,19,3,3,1.19,97,1,2,<1,0.15,90,7,2,1,0.79,-,48,49,-,-,77,17,75,94,75,83,-0.50,97,1,-,79,67,-,-,91,6,639,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2018,    2 451,69,77,17,3,3,1.19,97,<1,2,<1,0.15,91,6,2,<1,0.79,-,49,48,-,-,77,17,74,94,74,83,-0.50,97,1,-,80,66,-,-,91,6,640,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2019,    2 500,70,79,15,3,3,1.19,98,<1,2,<1,0.15,92,5,2,<1,0.79,-,50,46,-,-,77,17,73,95,73,83,-0.50,97,1,-,82,65,-,-,91,6,641,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2020,    2 546,71,79,15,3,2,1.19,98,<1,2,<1,0.15,92,5,2,<1,0.79,-,50,47,-,-,77,17,73,95,73,83,-0.50,97,1,-,82,65,-,-,91,6,642,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2021,    2 588,72,80,15,3,2,1.19,98,<1,2,<1,0.15,92,5,2,<1,0.79,-,51,47,-,-,77,18,73,95,73,83,-0.50,97,1,-,82,65,-,-,91,6,643,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Botswana,BWA,2022,    2 630,72,80,15,3,2,1.19,98,<1,2,<1,0.15,93,5,2,<1,0.79,-,51,47,-,-,77,18,73,95,73,83,-0.50,97,1,-,83,66,-,-,91,6,644,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Brazil,BRA,2000,  175 874,81,73,2,21,3,1.12,98,<1,1,<1,0.08,93,<1,5,<1,0.28,47,47,64,49,1.32,51,25,83,93,91,83,0.28,95,4,76,85,86,76,0.51,86,8,645,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2001,  178 212,82,74,2,20,3,1.12,98,<1,1,<1,0.08,94,<1,5,<1,0.28,49,49,64,50,1.32,53,24,83,94,91,83,0.28,95,3,77,85,86,77,0.51,87,7,646,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2002,  180 477,82,75,2,19,4,1.12,98,<1,1,<1,0.08,94,<1,4,<1,0.28,50,51,65,50,1.32,55,23,83,94,91,83,0.28,95,3,77,86,86,77,0.51,88,7,647,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2003,  182 629,82,76,2,17,4,1.12,98,<1,1,<1,0.08,94,<1,4,<1,0.28,51,53,66,51,1.32,56,22,83,94,91,83,0.28,96,3,77,87,87,77,0.51,89,6,648,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2004,  184 722,83,77,2,16,4,1.12,98,<1,1,<1,0.08,95,<1,4,1,0.28,52,56,67,52,1.32,58,22,83,95,91,83,0.28,96,3,78,88,87,78,0.51,89,6,649,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2005,  186 797,83,78,3,14,5,1.12,99,<1,<1,<1,0.08,95,<1,3,1,0.28,52,58,68,52,1.32,60,21,83,95,91,83,0.28,96,3,78,89,87,78,0.51,90,6,650,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2006,  188 821,83,79,3,13,5,1.12,99,<1,<1,<1,0.08,95,<1,3,1,0.28,53,60,69,53,1.32,62,20,83,96,91,83,0.28,96,2,78,90,87,78,0.51,91,5,651,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2007,  190 779,83,81,3,11,6,1.12,99,<1,<1,<1,0.08,96,<1,3,1,0.28,54,62,70,54,1.32,64,19,83,96,91,83,0.28,97,2,78,90,88,78,0.51,91,5,652,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2008,  192 672,84,82,3,10,6,1.12,99,<1,<1,<1,0.08,96,<1,2,1,0.28,54,65,71,54,1.32,66,18,83,96,91,83,0.28,97,2,79,91,88,79,0.51,92,5,653,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2009,  194 518,84,83,3,8,7,1.12,99,<1,<1,<1,0.08,96,<1,2,1,0.28,55,67,72,55,1.32,68,18,83,97,91,83,0.28,97,2,79,92,88,79,0.51,92,4,654,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2010,  196 353,84,84,3,7,7,1.12,99,<1,<1,<1,0.08,97,<1,2,1,0.28,56,69,72,56,1.32,70,17,83,97,91,83,0.28,97,2,79,93,88,79,0.51,93,4,655,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2011,  198 185,85,85,3,5,8,1.12,99,<1,<1,<1,0.08,97,<1,1,1,0.28,56,72,73,56,1.32,71,16,83,97,91,83,0.28,98,1,79,94,89,79,0.51,94,4,656,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2012,  199 978,85,86,3,4,8,1.12,>99,<1,<1,<1,0.08,97,<1,1,1,0.28,57,74,74,57,1.32,73,15,84,98,92,84,0.28,98,1,80,94,89,80,0.51,94,3,657,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2013,  201 722,85,87,3,2,8,1.12,>99,<1,<1,<1,0.08,97,<1,<1,1,0.28,59,77,75,59,1.32,75,14,84,98,92,84,0.28,98,1,80,95,89,80,0.51,95,3,658,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2014,  203 460,85,88,3,1,8,1.12,>99,<1,<1,<1,0.08,98,<1,<1,1,0.28,61,80,76,61,1.32,77,13,85,99,92,85,0.28,99,<1,81,96,89,81,0.51,95,3,659,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2015,  205 188,86,89,3,<1,8,1.12,>99,<1,<1,<1,0.08,98,<1,<1,1,0.28,63,82,77,63,1.32,79,13,85,99,92,85,0.28,99,<1,82,97,90,82,0.51,96,2,660,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2016,  206 860,86,89,3,<1,8,1.12,>99,<1,<1,<1,0.08,98,<1,<1,1,0.28,64,84,77,64,1.32,81,11,86,>99,92,86,0.28,>99,<1,83,97,90,83,0.51,97,2,661,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2017,  208 505,86,91,3,6,-,1.12,>99,<1,<1,<1,0.08,98,<1,1,-,0.28,67,88,79,67,1.32,83,11,86,>99,92,86,0.28,>99,<1,84,98,90,84,0.51,97,2,662,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2018,  210 167,87,92,3,5,-,1.12,>99,<1,<1,<1,0.08,99,<1,<1,-,0.28,69,90,80,69,1.32,85,10,87,>99,92,87,0.28,>99,<1,84,98,90,84,0.51,98,1,663,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2019,  211 783,87,93,3,4,-,1.12,>99,<1,<1,<1,0.08,99,<1,<1,-,0.28,71,93,80,71,1.32,86,9,87,>99,92,87,0.28,>99,<1,85,99,91,85,0.51,98,1,664,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2020,  213 196,87,96,<1,3,-,1.12,>99,<1,<1,<1,0.08,>99,<1,<1,-,0.28,73,96,81,73,1.32,88,9,88,>99,92,88,0.28,>99,<1,86,>99,91,86,0.51,98,1,665,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2021,  214 326,87,98,<1,2,-,1.12,>99,<1,<1,<1,0.08,>99,<1,<1,-,0.28,75,98,82,75,1.32,90,8,88,>99,92,88,0.28,>99,<1,87,>99,91,87,0.51,99,<1,666,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Brazil,BRA,2022,  215 313,88,98,<1,2,-,1.12,>99,<1,<1,<1,0.08,>99,<1,<1,-,0.28,76,98,82,76,1.32,90,8,89,>99,92,89,0.28,>99,<1,87,>99,91,87,0.51,99,<1,667,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2000,       20,42,-,-,-,-,-,-,-,-,-,-,95,<1,5,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93,-,-,-,91,4,668,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2001,       21,42,-,-,-,-,-,-,-,-,-,-,96,<1,4,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,92,4,669,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2002,       21,42,-,-,-,-,-,-,-,-,-,-,96,<1,4,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,92,4,670,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2003,       22,43,-,-,-,-,-,-,-,-,-,-,96,<1,4,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,92,4,671,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2004,       23,43,-,-,-,-,-,-,-,-,-,-,97,<1,3,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,93,4,672,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2005,       23,43,-,-,-,-,-,-,-,-,-,-,97,<1,3,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,93,4,673,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2006,       24,44,-,-,-,-,-,-,-,-,-,-,98,<1,2,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,94,4,674,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2007,       25,44,-,-,-,-,-,-,-,-,-,-,98,<1,2,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,94,4,675,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2008,       26,44,-,-,-,-,-,-,-,-,-,-,98,<1,2,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,94,4,676,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2009,       27,44,-,-,-,-,-,-,-,-,-,-,99,<1,1,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,95,4,677,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2010,       28,45,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,95,4,678,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2011,       28,45,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,96,4,679,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2012,       28,46,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,96,4,680,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2013,       29,46,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,96,4,681,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2014,       29,46,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,96,4,682,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
British Virgin Islands,VGB,2015,       29,47,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,96,4,683,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
